Paper_Number;Paper_ID;Paper_Name;Paper_Link
1057;oX_PAAEDey0J;Reinforcement-learning-based route generation for heavy-traffic autonomous mobile robot systems ;https://www.mdpi.com/1424-8220/21/14/4809
1058;Rm8yhgMrPggJ;Special issue on mobile robots navigation ;https://www.mdpi.com/2076-3417/10/4/1317/htm
1059;Pkqa2svKiMUJ;A multi-robot deep Q-learning framework for priority-based sanitization of railway stations ;https://link.springer.com/article/10.1007/s10489-023-04529-0
1060;ZEJ3zC0X1ZUJ;Global dynamic path‐planning algorithm in gravity‐aided inertial navigation system ;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/sil2.12056
1061;ZvsqxRz5nF8J;Reinforcement learning for swarm robotics: An overview of applications, algorithms and simulators ;https://www.sciencedirect.com/science/article/pii/S2667241323000241
1062;RYvtvpsjL-EJ;Development of the neural-based navigation system for a ground-based mobile robot ;https://ieeexplore.ieee.org/abstract/document/9384825/
1063;olRbSNn2d-0J;基于深度强化学习的机器人运动控制研究进展 ;http://kzyjc.alljournals.cn/html/2022/2/20220203.htm
1064;x9-SWYvtCJcJ;A reinforcement learning model for material handling task assignment and route planning in dynamic production logistics environment ;https://www.sciencedirect.com/science/article/pii/S2212827121012038
1065;iv1B-CS_cQ0J;Flexible Route Planning for Multiple Mobile Robots by Combining Q–Learning and Graph Search Algorithm ;https://www.mdpi.com/2076-3417/13/3/1879
1066;yDGkrRjQdPgJ;Optimal Route Generation and Route-Following Control for Autonomous Vessel ;https://www.mdpi.com/2077-1312/11/5/970
1067;TV4J7wri9KcJ;Dynamic Analysis and Path Planning of a Turtle-Inspired Amphibious Spherical Robot ;https://www.mdpi.com/2072-666X/13/12/2130
1068;nALA1G60sb0J;Research Hotspots and Frontier Prospects in the Field of Agroforestry Picking Robots in China—Cite Space Bibliographic Analysis ;https://www.mdpi.com/1999-4907/14/9/1874
1069;hnNRIcICS1IJ;Development of a Cascade Intelligent System for Path Planning of the Group of Marine Robotic Complexes ;https://www.mdpi.com/2077-1312/11/3/610
1070;uXR9adICqocJ;Reinforcement learning based path planning using a topological map for mobile service robot ;https://ieeexplore.ieee.org/abstract/document/10234766/
1071;1YAmz7mJPQsJ;Deep Reinforcement Learning Algorithms for Path Planning Domain in Grid-like Environment ;https://www.mdpi.com/2076-3417/11/23/11335
1072;N6lFDxrNH0MJ;Optimized-Weighted-Speedy Q-Learning Algorithm for Multi-UGV in Static Environment Path Planning under Anti-Collision Cooperation Mechanism ;https://www.mdpi.com/2227-7390/11/11/2476
1073;C70dRK3k0-UJ;Optimal Morphologies of n-Omino-Based Reconfigurable Robot for Area Coverage Task Using Metaheuristic Optimization ;https://www.mdpi.com/2227-7390/11/4/948
1074;xFlDKdlgqh0J;GoalNet: Inferring Conjunctive Goal Predicates from Human Plan Demonstrations for Robot Instruction Following ;https://arxiv.org/abs/2205.07081
1075;tofcFhypXnUJ;Path Planning for Autonomous Vehicles in Unknown Dynamic Environment Based on Deep Reinforcement Learning ;https://www.mdpi.com/2076-3417/13/18/10056
1076;XMYe3kQetA8J;Digital-Twin-Driven AGV Scheduling and Routing in Automated Container Terminals ;https://www.mdpi.com/2227-7390/11/12/2678
1077;RQbiwJaZ_UwJ;Methods of Condition Monitoring and Fault Detection for Electrical Machines. Energies 2021, 14, 7459 ;https://www.academia.edu/download/74710795/pdf.pdf
1078;0xY3U4DsyKQJ;Path planning method of mobile robot based on Q-learning ;https://iopscience.iop.org/article/10.1088/1742-6596/2181/1/012030/meta
1079;wx9RVBKFqLUJ;MARBLER: An Open Platform for Standarized Evaluation of Multi-Robot Reinforcement Learning Algorithms ;https://arxiv.org/abs/2307.03891
1080;hQZyKsBSGT4J;Reinforcement learning with modified exploration strategy for mobile robot path planning ;https://www.cambridge.org/core/journals/robotica/article/reinforcement-learning-with-modified-exploration-strategy-for-mobile-robot-path-planning/464947897085CB3DA37A658C7FEF4775
1081;a-7DbU5QuwcJ;A Novel Algorithm for Optimal Trajectory Generation Using Q Learning ;https://link.springer.com/article/10.1007/s42979-023-01876-0
1082;vc99EyWl1kEJ;Distributed multirobot path planning based on MRDWA-MADDPG ;https://ieeexplore.ieee.org/abstract/document/10242333/
1083;Cuievs0ZqUAJ;Cooperative Sampling Path Planning of Underwater Glider Fleet with Simultaneous Launch and Recovery ;https://link.springer.com/article/10.1007/s11802-023-5373-3
1084;NfbY07Gqn4UJ;移动机器人路径规划算法的研究综述. ;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10028331&AN=152484337&h=yAyQ8xLb1ZIzPMGj0VY%2Fjsx5ewTEPknnZoOqlSRmbwcmHDgo5yko6czVjOSk%2FXxlZrU3W3KL14si%2BEdg5bPOwA%3D%3D&crl=c
1085;VL11LqYB7IIJ;A deep reinforcement learning strategy for autonomous robot flocking. ;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20888708&AN=172294753&h=bTOzrZWNV9zybYgARidRDvGtLHTlb3wDlOfLodDIn0zHyJa69RApZjLiNHRDRCYjiPtzzEXf64MBXoDOly2NzA%3D%3D&crl=c
1086;1KkR3h2NaTcJ;Plugin Framework-Based Neuro-Symbolic Grounded Task Planning for Multi-Agent System ;https://www.mdpi.com/1424-8220/21/23/7896
1087;aJ6SRPQkegwJ;Trip Planning for Autonomous Vehicles with Wireless Data Transfer Needs Using Reinforcement Learning ;https://ieeexplore.ieee.org/abstract/document/9973646/
1088;jCKGdj6gAS0J;The Development of a Multi-Agent System for Controlling an Autonomous Robot. ;http://ceur-ws.org/Vol-3013/20210096.pdf
1089;Sa0CZZpy94cJ;An efficient multi-robot path planning solution using A* and coevolutionary algorithms ;https://digibuo.uniovi.es/dspace/handle/10651/67799
1090;u2QZBkvdJIsJ;A deep Q-Learning based Path Planning and Navigation System for Firefighting Environments ;https://arxiv.org/abs/2011.06450
1091;OGAv39VborgJ;Deep Q learning based reinforcement learning and Kalman filter method for mobile robot trajectory control and tracking ;https://pubs.aip.org/aip/acp/article/2888/1/020025/2910981
1092;ut3QyMyEDs4J;Toward a Heterogeneous Multi-robot Framework for Priority-Based Sanitization of Railway Stations ;https://link.springer.com/chapter/10.1007/978-3-031-27181-6_27
1093;Gk8VVTZR_AwJ;Voronoi-based collision avoidance using localization uncertainty region ;https://ieeexplore.ieee.org/abstract/document/9894486/
1094;BNsjo03pyoEJ;Performance Evaluation of Reinforcement Learning and Graph Search-based Algorithm for Mobile Robot Path Planning ;https://ieeexplore.ieee.org/abstract/document/10252984/
1095;-e3gmXL-sSAJ;Autonomous multi-robot allocation and formation control for remote sensing in environmental exploration ;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12540/125400U/Autonomous-multi-robot-allocation-and-formation-control-for-remote-sensing/10.1117/12.2663894.short
1096;5QLwqr3Qx98J;Optimal Path Planning of Planetary Rovers with Safety Considerable ;https://link.springer.com/chapter/10.1007/978-981-16-9492-9_325
1097;0c5dTWwzpBIJ;Path Planning for Amphibious Robots based on Multi-optimization Strategy A* Algorithm ;https://ieeexplore.ieee.org/abstract/document/10216165/
1098;k6H6mZytLSEJ;Trajectory planning for hypersonic vehicles with reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9549361/
1099;TtHtvWssXMMJ;Deep reinforcement learning for crowd-aware robotic navigation ;https://erepo.uef.fi/bitstream/handle/123456789/30642/urn_isbn_978-952-61-4979-0.pdf?sequence=1
1100;B0i0EQmHHv8J;Automatic UAV Swarm Task Planning in Cooperative Region Coverage Detection based on Greedy Policy ;https://ieeexplore.ieee.org/abstract/document/9986918/
1101;wgTtmc0tT-UJ;Intelligent Hybrid Approaches for Mobile Robots Path Planning ;https://opus.lib.uts.edu.au/handle/10453/171955
1102;uhJksq0jLM0J;Overview of Methods for Collision Avoidance for Unmanned Aerial Vehicles ;https://ieeexplore.ieee.org/abstract/document/10221230/
1103;7OgRwncwi0gJ;Path planning of mobile robot based on deep reinforcement learning with transfer learning strategy ;https://ieeexplore.ieee.org/abstract/document/10023708/
1104;5NpcxfbeCGwJ;Path Planning for Teams of Mobile Robots ;https://dl.acm.org/doi/abs/10.1145/3584376.3584391
1105;lZevP8VTKZwJ;Learn to Follow: Lifelong Multi-agent Pathfinding with Decentralized Replanning ;https://openreview.net/forum?id=vMV4tsA639
1106;EwNyYwtWl3AJ;A Safety Response Mechanism for an Autonomous Moving Robot in a Small Manufacturing Environment using Q-learning Algorithm and Speech Recognition ;https://www.researchsquare.com/article/rs-703829/latest
1107;0mhax_diEgQJ;重大装备制造多机器人任务分配与运动规划技术研究综述 ;http://www.aas.net.cn/cn/article/doi/10.16383/j.aas.c220957
1108;OZ6CLzzMPyoJ;Bayesian Deep Multi-Agent Multimodal Reinforcement Learning for Embedded Systems in Games, Natural Language Processing and Robotics ;https://osf.io/sjrkh/download
1109;EzUQ4PhrAKUJ;GUT-AI Initiative ;https://files.osf.io/v1/resources/bxw4h/providers/osfstorage/64a2938067aff81183edf745?format=pdf&action=download&direct&version=3
1110;cneVzRJGinMJ;Improvements to Vanilla Implementation of Q-Learning Used in Path Planning of an Agent ;https://link.springer.com/chapter/10.1007/978-981-16-6616-2_24
1111;s6lSwBT15HoJ;A Comparison of Two Decoupled Methods for Simultaneous Multiple Robots Path Planning ;https://hal.science/hal-03954543/
1112;cHhUoK6WGtkJ;Multi-robot Multi-path Intelligent Planning Based on Universal Conflict Resolution and Free Crossing Emergence ;https://ieeexplore.ieee.org/abstract/document/9512768/
1113;34Za1gaB7W4J;Collaborative Robot Learning For Indoor Environment ;https://ieeexplore.ieee.org/abstract/document/10193717/
1114;Db8n_ziEg-sJ;Path Planning Method for Multi-robot Formation System Based on Hierarchical Reinforcement Learning ;https://link.springer.com/chapter/10.1007/978-981-19-6226-4_20
1115;JuFg3KTxIeUJ;DATA-EFFICIENT DEEP REINFORCEMENT LEARNING WITH CONVOLUTION-BASED STATE ENCODER NETWORKS ;https://www.actapress.com/PDFViewer.aspx?paperId=54826
1116;zMU5WnQPsRMJ;Path Planning using Deep Q-learning Network and Artificial Potential Fields for a Robot Formation ;http://dspace.library.uvic.ca/handle/1828/13891
1117;P6kQbIIgp_8J;Deep Reinforcement Learning for Intelligent Frontier Ranking in Search-and-rescue Scenarios ;https://digital.wpi.edu/downloads/fb494c631
1118;Bh347ZrEvsMJ;Multi-AGV pathfinding for automatic warehouse applications ;https://ieeexplore.ieee.org/abstract/document/9728597/
1119;i0ADs8EYoUIJ;" SAARTHI-A self-learning system for autonomous navigation using Symbolic Computing ;http://dr.ddn.upes.ac.in:8080/jspui/bitstream/123456789/3780/1/Niharika.pdf
1120;csfFSRJZpcgJ;防疫物资" 无接触" 机器人配送优化研究. ;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10028331&AN=171947947&h=bz1HFlfJZOsF360tmNmWrQ5gO8FktvItxV%2B29Dq0QPv4yMp9N%2BnfgmJt9anSIDcbSNJl7Pa5dhK8ueQPV6stXg%3D%3D&crl=c
1121;-3S_zOV2AOEJ;Robot Navigation in Dynamic Environment Based on Reinforcement Learning ;http://essay.utwente.nl/85320/
1122;r-ZNJuS3XGsJ;Theoretical and Mathematical Concepts Formulation behind the Development of AI-ML Algorithms for Path Planning in Robots ;https://www.philstat.org/index.php/MSEA/article/view/1581
1123;rQJ_tM5Am1wJ;Path Planning Algorithm Development Using Configuration Space Obstacles and Equidistant Paths Using AI & ML ;http://philstat.org/index.php/MSEA/article/view/1580
1124;nCmfngsnS4cJ;An Optimized Self-Learning Algorithm for Autonomous Navigation in an Unknown Environment ;http://www.jgenng.com/wp-content/uploads/2020/09/volume10-issue7-04.pdf
1125;LXPq_VEqqA0J;MARBLER: An Open Platform for Standarized Evaluation of Multi-Robot Reinforcement Learning Algorithms Supplementary Material ;https://shubhlohiya.github.io/MARBLER/assets/supplementary.pdf
1126;ZL72Y7broOYJ;The Estimation and Control of Multi-agent Systems in Stochastic Spatiotemporal Environment ;https://search.proquest.com/openview/44c5bd096009d5d1e2a802104fb1331e/1?pq-origsite=gscholar&cbl=18750&diss=y
1127;uIIHDnE4xoEJ;Coverage control of agricultural fields using heterogeneous multi-robot systems ;https://search.proquest.com/openview/7bf2bfcbf50f272afb8bba0ab4b82c40/1?pq-origsite=gscholar&cbl=18750&diss=y
1128;ZgSUu-FdEccJ;Técnicas de aprendizaje por refuerzo para el problema de cobertura de áreas con robots aéreos ;https://oa.upm.es/id/eprint/71418
1129;r1MmYEldVFQJ;EARTHQUAKE GROUND MOTION MATCHING ON SHAKING TABLE USING REINFORCEMENT LEARNING CONTROLLER ;https://www.researchgate.net/profile/Nouredine-Bourahla/publication/344437464_EARTHQUAKE_GROUND_MOTION_MATCHING_ON_SHAKING_TABLE_USING_REINFORCEMENT_LEARNING_CONTROLLER/links/5f756427299bf1b53e035a9b/EARTHQUAKE-GROUND-MOTION-MATCHING-ON-SHAKING-TABLE-USING-REINFORCEMENT-LEARNING-CONTROLLER.pdf
1130;k9FccY0ZO2QJ;蚁群优化算法的无人机室内航迹规划 ;http://www.chinacaj.net/d/file/76-2022-02/567f0430039d12e4c3de506a02a5efc3.pdf
1131;5B8VbYdrtdwJ;УПРАВЛЕНИЕ МОБИЛЬНЫМ РОБОТОМ С ПРИМЕНЕНИЕМ НЕЙРОННОЙ СЕТИ ДЛЯ ПЛАНИРОВАНИЯ ДВИЖЕНИЯ В НЕКАРТОГРАФИРОВАННОЙ … ;https://cyberleninka.ru/article/n/upravlenie-mobilnym-robotom-s-primeneniem-neyronnoy-seti-dlya-planirovaniya-dvizheniya-v-nekartografirovannoy-srede-s
1132;mOJeBOO0HqsJ;Benchmarking von Verhaltens-Algorithmen für die Applikation in Motorsport-Szenarien ;https://tuprints.ulb.tu-darmstadt.de/20463/
1133;jOHLfh7YPjcJ;Arquitectura de software para navegación autónoma y coordinada de enjambres de drones en labores de lucha contra incendios forestales y urbanos ;https://e-archivo.uc3m.es/handle/10016/32463
1134;UEXf31cO4nQJ;Dynamic Analysis and Path Planning of a Turtle-Inspired Amphibious Spherical Robot. Micromachines 2022, 13, 2130 ;https://europepmc.org/article/pmc/pmc9784272
1135;fXT4VsBZzPgJ;АЛГОРИТМЫ СИСТЕМЫ УПРАВЛЕНИЯ ДВИЖЕНИЕМ МОБИЛЬНОГО РОБОТА ПРИМЕНЯЕТСЯ НЕЙРОННАЯ СЕТЬ В СРЕДЕ С … ;https://elibrary.ru/item.asp?id=49512892
1136;rA4Y04TkbQEJ;How to train your robot with deep reinforcement learning: lessons we have learned ;https://journals.sagepub.com/doi/abs/10.1177/0278364920987859
1137;QiNdf-e_jkMJ;Social physics ;https://www.sciencedirect.com/science/article/pii/S037015732100404X
1138;HfvCsUH5L58J;Deep reinforcement learning for autonomous driving: A survey ;https://ieeexplore.ieee.org/abstract/document/9351818/
1139;kH3A0qipx5IJ;Curl: Contrastive unsupervised representations for reinforcement learning ;http://proceedings.mlr.press/v119/laskin20a.html
1140;REsY-xYTIXgJ;Solving rubik's cube with a robot hand ;https://arxiv.org/abs/1910.07113
1141;qS7UVldJKZwJ;Outracing champion Gran Turismo drivers with deep reinforcement learning ;https://www.nature.com/articles/s41586-021-04357-7
1142;epKAknd7IpoJ;Image augmentation is all you need: Regularizing deep reinforcement learning from pixels ;https://openreview.net/forum?id=GY6-6sTvGaf
1143;WfoAW4QdOZcJ;Daydreamer: World models for physical robot learning ;https://proceedings.mlr.press/v205/wu23c.html
1144;cr9dy8WRaIcJ;Reinforcement learning with prototypical representations ;http://proceedings.mlr.press/v139/yarats21a.html
1145;bNdV4PVBP54J;Image augmentation is all you need: Regularizing deep reinforcement learning from pixels ;https://arxiv.org/abs/2004.13649
1146;vCDt1Chv78sJ;Deep learning, reinforcement learning, and world models ;https://www.sciencedirect.com/science/article/pii/S0893608022001150
1147;zCWnwF7qn4MJ;Stochastic latent actor-critic: Deep reinforcement learning with a latent variable model ;https://proceedings.neurips.cc/paper/2020/hash/08058bf500242562c0d031ff830ad094-Abstract.html
1148;MdyXqaJ5FLEJ;Accelerating reinforcement learning with learned skill priors ;https://proceedings.mlr.press/v155/pertsch21a.html
1149;kJKBrRGuQfMJ;Dynamics-aware unsupervised discovery of skills ;https://arxiv.org/abs/1907.01657
1150;uRGWy78iHVkJ;Mastering visual continuous control: Improved data-augmented reinforcement learning ;https://arxiv.org/abs/2107.09645
1151;CNbAgcBTt_cJ;Learning to walk via deep reinforcement learning ;https://arxiv.org/abs/1812.11103
1152;aaluOvD1-8MJ;Brax--A Differentiable Physics Engine for Large Scale Rigid Body Simulation ;https://arxiv.org/abs/2106.13281
1153;ccgXiVct85IJ;robosuite: A modular simulation framework and benchmark for robot learning ;https://arxiv.org/abs/2009.12293
1154;bL8f1cmU7SQJ;Battery thermal-and health-constrained energy management for hybrid electric bus based on soft actor-critic DRL algorithm ;https://ieeexplore.ieee.org/abstract/document/9160869/
1155;RNcOCuJuEh4J;Improving sample efficiency in model-free reinforcement learning from images ;https://ojs.aaai.org/index.php/AAAI/article/view/17276
1156;N3d0NnBApNAJ;Recovery rl: Safe reinforcement learning with learned recovery zones ;https://ieeexplore.ieee.org/abstract/document/9392290/
1157;N60CGTD-jesJ;Towards Self-X cognitive manufacturing network: An industrial knowledge graph-based multi-agent reinforcement learning approach ;https://www.sciencedirect.com/science/article/pii/S0278612521001643
1158;_So_NjYYD4YJ;Learning latent plans from play ;https://proceedings.mlr.press/v100/lynch20a.html
1159;QrWLJXB2NsQJ;Instruction-driven history-aware policies for robotic manipulations ;https://proceedings.mlr.press/v205/guhur23a.html
1160;k-VdTwcs0VQJ;Model-free deep reinforcement learning for urban autonomous driving ;https://ieeexplore.ieee.org/abstract/document/8917306/
1161;zC-Tk-r7j9AJ;Goal-conditioned reinforcement learning with imagined subgoals ;https://proceedings.mlr.press/v139/chane-sane21a
1162;AYydNKwyxTsJ;End-to-end robotic reinforcement learning without reward engineering ;https://arxiv.org/abs/1904.07854
1163;s9JDTiK26iYJ;What matters in on-policy reinforcement learning? a large-scale empirical study ;https://arxiv.org/abs/2006.05990
1164;6NwMR6JxVz0J;Interactive gibson benchmark: A benchmark for interactive navigation in cluttered environments ;https://ieeexplore.ieee.org/abstract/document/8954627/
1165;2bpoS9hoBuEJ;Soft actor-critic for discrete action settings ;https://arxiv.org/abs/1910.07207
1166;sDbsrRTdhHQJ;Interpretable end-to-end urban autonomous driving with latent deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9346000/
1167;J7BmhiMy2ZUJ;A theory of regularized markov decision processes ;https://proceedings.mlr.press/v97/geist19a.html
1168;NqiiF2nRcTwJ;Skew-fit: State-covering self-supervised reinforcement learning ;https://arxiv.org/abs/1903.03698
1169;BYqPVwa8Q6EJ;The primacy bias in deep reinforcement learning ;https://proceedings.mlr.press/v162/nikishin22a.html
1170;ANAemb2O44UJ;Challenges of real-world reinforcement learning: definitions, benchmarks and analysis ;https://link.springer.com/article/10.1007/s10994-021-05961-4
1171;sZC2YqCu2JwJ;Reinforced neighborhood selection guided multi-relational graph neural networks ;https://dl.acm.org/doi/abs/10.1145/3490181
1172;4outWBn2XIEJ;Learning to manipulate deformable objects without demonstrations ;https://arxiv.org/abs/1910.13439
1173;4nunaZ8kwc8J;Randomized ensembled double q-learning: Learning fast without a model ;https://arxiv.org/abs/2101.05982
1174;4EE50gQUF8cJ;Global optimality guarantees for policy gradient methods ;https://arxiv.org/abs/1906.01786
1175;esImADUMVGEJ;Priority-aware task offloading in vehicular fog computing based on deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9277911/
1176;EzS89Q8xnwsJ;Parrot: Data-driven behavioral priors for reinforcement learning ;https://arxiv.org/abs/2011.10024
1177;-sc7xxECuQ4J;Learning to be safe: Deep rl with a safety critic ;https://arxiv.org/abs/2010.14603
1178;tX3FFAWoXJUJ;Temporal difference learning for model predictive control ;https://arxiv.org/abs/2203.04955
1179;tHy7NkuUJVQJ;Maximum entropy rl (provably) solves some robust rl problems ;https://arxiv.org/abs/2103.06257
1180;716KOxoQjdsJ;Energy management strategies for fuel cell hybrid electric vehicles: Classification, comparison, and outlook ;https://www.sciencedirect.com/science/article/pii/S019689042200958X
1181;OtQMguzZd7wJ;Effective diversity in population based reinforcement learning ;https://proceedings.neurips.cc/paper/2020/hash/d1dc3a8270a6f9394f88847d7f0050cf-Abstract.html
1182;ckyauss1vtIJ;Deep reinforcement learning for predictive aircraft maintenance using probabilistic remaining-useful-life prognostics ;https://www.sciencedirect.com/science/article/pii/S0951832022005233
1183;xIhFxjQgap0J;What matters for on-policy deep actor-critic methods? a large-scale study ;https://openreview.net/forum?id=nIAxjsniDzg&
1184;f-sEoesTufIJ;Controlling overestimation bias with truncated mixture of continuous distributional quantile critics ;http://proceedings.mlr.press/v119/kuznetsov20a.html
1185;n2Dq5pZM01EJ;The ingredients of real-world robotic reinforcement learning ;https://arxiv.org/abs/2004.12570
1186;HYYuGoqBr_oJ;Learning to walk in the real world with minimal human effort ;https://arxiv.org/abs/2002.08550
1187;Ad9rWJj9iQcJ;A survey of deep RL and IL for autonomous driving policy learning ;https://ieeexplore.ieee.org/abstract/document/9660769/
1188;BCjbY5bK_QEJ;A game theoretic framework for model based reinforcement learning ;http://proceedings.mlr.press/v119/rajeswaran20a.html
1189;y8SlWrAtaeEJ;Training effective deep reinforcement learning agents for real-time life-cycle production optimization ;https://www.sciencedirect.com/science/article/pii/S0920410521013887
1190;XqSdUMm_TeQJ;Generalization in reinforcement learning by soft data augmentation ;https://ieeexplore.ieee.org/abstract/document/9561103/
1191;nEGW2wYbh88J;Better exploration with optimistic actor critic ;https://proceedings.neurips.cc/paper_files/paper/2019/hash/a34bacf839b923770b2c360eefa26748-Abstract.html
1192;LJ1TqJbf-CcJ;Experimental evaluation of model-free reinforcement learning algorithms for continuous HVAC control ;https://www.sciencedirect.com/science/article/pii/S0306261921005961
1193;1Tvrzc4hYN8J;Coordinated energy management for a cluster of buildings through deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0360544221009737
1194;-oj-f5rHhPMJ;WCSAC: Worst-case soft actor critic for safety-constrained reinforcement learning ;https://ojs.aaai.org/index.php/AAAI/article/view/17272
1195;OiqGoFRoeP4J;Chainerrl: A deep reinforcement learning library ;https://dl.acm.org/doi/abs/10.5555/3546258.3546335
1196;d3eXnNU7W1AJ;Simulation intelligence: Towards a new generation of scientific methods ;https://arxiv.org/abs/2112.03235
1197;_Q0nuaWSoRkJ;Toolflownet: Robotic manipulation with tools via predicting tool flow from point clouds ;https://proceedings.mlr.press/v205/seita23a.html
1198;AQhmZpqu8cQJ;Variable impedance control in end-effector space: An action space for reinforcement learning in contact-rich tasks ;https://ieeexplore.ieee.org/abstract/document/8968201/
1199;wUaffXKtTdEJ;RL/DRL meets vehicular task offloading using edge and vehicular cloudlet: A survey ;https://ieeexplore.ieee.org/abstract/document/9723463/
1200;jsCRdUYj5AwJ;Urban traffic control in software defined internet of things via a multi-agent deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9210820/
1201;NTmd3X5s038J;iGibson 1.0: A simulation environment for interactive tasks in large realistic scenes ;https://ieeexplore.ieee.org/abstract/document/9636667/
1202;X3RYQ_LoHTwJ;Recsim: A configurable simulation platform for recommender systems ;https://arxiv.org/abs/1909.04847
1203;0j0fdnGwfBQJ;Fop: Factorizing optimal joint policy of maximum-entropy multi-agent reinforcement learning ;https://proceedings.mlr.press/v139/zhang21m.html
1204;FT-iXm0smp0J;Deep reinforcement learning for continuous electric vehicles charging control with dynamic user behaviors ;https://ieeexplore.ieee.org/abstract/document/9493711/
1205;p9SpbQTbkUwJ;Cleanrl: High-quality single-file implementations of deep reinforcement learning algorithms ;https://dl.acm.org/doi/abs/10.5555/3586589.3586863
1206;cTSMYAu4ZmIJ;Safe reinforcement learning by imagining the near future ;https://proceedings.neurips.cc/paper/2021/hash/73b277c11266681122132d024f53a75b-Abstract.html
1207;gyudRUPA32QJ;Maniskill: Generalizable manipulation skill benchmark with large-scale demonstrations ;https://arxiv.org/abs/2107.14483
1208;ZnKjEfbdF9QJ;What matters for adversarial imitation learning? ;https://proceedings.neurips.cc/paper/2021/hash/7b647a7d88f4d6319bf0d600d168dbeb-Abstract.html
1209;LFOoA5mWN-kJ;Soft actor-critic–based multi-objective optimized energy conversion and management strategy for integrated energy systems with renewable energy ;https://www.sciencedirect.com/science/article/pii/S0196890421005574
1210;1UaV8XXAZDAJ;Distributional soft actor-critic: Off-policy reinforcement learning for addressing value estimation errors ;https://ieeexplore.ieee.org/abstract/document/9448360/
1211;39cpFKdftWMJ;A survey on masked autoencoder for self-supervised learning in vision and beyond ;https://arxiv.org/abs/2208.00173
1212;Xuxily4fJJAJ;Cog: Connecting new skills to past experience with offline reinforcement learning ;https://arxiv.org/abs/2010.14500
1213;psLdNfPzQHQJ;Hit and lead discovery with explorative rl and fragment-based molecule generation ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/41da609c519d77b29be442f8c1105647-Abstract.html
1214;8vF22Raxk7YJ;Hierarchical reinforcement learning for air-to-air combat ;https://ieeexplore.ieee.org/abstract/document/9476700/
1215;nIsEHXNZiI4J;On the relationship between active inference and control as inference ;https://link.springer.com/chapter/10.1007/978-3-030-64919-7_1
1216;50Rx5pwpTU8J;Rloc: Terrain-aware legged locomotion using reinforcement learning and optimal control ;https://ieeexplore.ieee.org/abstract/document/9779429/
1217;UcOYlKxYQ6wJ;Learning from suboptimal demonstration via self-supervised reward regression ;https://proceedings.mlr.press/v155/chen21b.html
1218;FqEWxbqV8jEJ;Reset-free reinforcement learning via multi-task learning: Learning dexterous manipulation behaviors without human intervention ;https://ieeexplore.ieee.org/abstract/document/9561384/
1219;fL8ksvntlRAJ;Continual world: A robotic benchmark for continual reinforcement learning ;https://proceedings.neurips.cc/paper/2021/hash/ef8446f35513a8d6aa2308357a268a7e-Abstract.html
1220;IwYAPZlz9ogJ;An empirical investigation of the challenges of real-world reinforcement learning ;https://arxiv.org/abs/2003.11881
1221;xd0ZFQyWXpcJ;Predictive information accelerates learning in rl ;https://proceedings.neurips.cc/paper/2020/hash/89b9e0a6f6d1505fe13dea0f18a2dcfa-Abstract.html
1222;9jMqFOOu_ycJ;Rrl: Resnet as representation for reinforcement learning ;https://arxiv.org/abs/2107.03380
1223;KyvKgLSrNv4J;Recent advances in reinforcement learning in finance ;https://onlinelibrary.wiley.com/doi/abs/10.1111/mafi.12382
1224;MqywAw-UsxgJ;Primal wasserstein imitation learning ;https://arxiv.org/abs/2006.04678
1225;DBiJLhyUwgkJ;Discor: Corrective feedback in reinforcement learning via distribution correction ;https://proceedings.neurips.cc/paper/2020/hash/d7f426ccbc6db7e235c57958c21c5dfa-Abstract.html
1226;1YZ73yUacmMJ;Off-policy policy gradient with state distribution correction ;https://arxiv.org/abs/1904.08473
1227;7eMxJz8WxD0J;Understanding the complexity gains of single-task rl with a curriculum ;https://proceedings.mlr.press/v202/li23as.html
1228;ZH794KXUJO8J;Imitation learning via off-policy distribution matching ;https://arxiv.org/abs/1912.05032
1229;wc3FHYSzalUJ;Automatic curriculum learning through value disagreement ;https://proceedings.neurips.cc/paper/2020/hash/566f0ea4f6c2e947f36795c8f58ba901-Abstract.html
1230;aSZ4pEdg1UUJ;Safe reinforcement learning with stability guarantee for motion planning of autonomous vehicles ;https://ieeexplore.ieee.org/abstract/document/9478933/
1231;-R0m5-Ja5i8J;Towards human-level bimanual dexterous manipulation with reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/217a2a387f52c30755c37b0a73430291-Abstract-Datasets_and_Benchmarks.html
1232;8wM8ysJ1mgwJ;Xirl: Cross-embodiment inverse reinforcement learning ;https://proceedings.mlr.press/v164/zakka22a.html
